support_id,originating_task_id,family_id,dataset_ids,source_publication_identity,source_artifact_path,source_artifact_sha256,lineage_id,correlation_group_id,laboratory_identity,apparatus_identity,coffee_lot_roast,grinder_preparation_compaction,geometry,ewp_calibration_independence,independence_relative_to_candidates,source_internal_validation,target_exposed,consumed_comparison_conflict,rights_status,canonical_quantity_id,native_quantity,value_representation,source_field_or_extraction_path,native_units,canonical_units,conversion_chain,basis,reference_state,physical_state,spatial_support,temporal_support,population_regime,observation_operator,replicate_unit,uncertainty_statistic,uncertainty_meaning,interval_extraction_rule,ewp_consumer,frozen_role,terminal_reason
ROMANCORROCHANO2015_DENSITY_METADATA_CANDIDATE,,romancorrochano2015,[],UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_INITIAL_DRY_POROSITY,UNKNOWN_NOT_INFERRED,qualitative constraint,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,BLOCKED_SEMANTIC,DENSITY_TO_POROSITY_BRIDGE_NOT_QUALIFIED
ROMANCORROCHANO2017_DENSITY_HYDRAULIC_METADATA_CANDIDATE,,romancorrochano2017,[],UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_INITIAL_DRY_POROSITY,UNKNOWN_NOT_INFERRED,qualitative constraint,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,BLOCKED_AUTHORITY,NO_QUALIFIED_DENSITY_TO_POROSITY_OR_HYDRAULIC_TRANSFER
VACA_C1_DARCY_K_EWP_VISCOSITY_REEXPRESSION,EWP-POROSITY-PERMEABILITY-PRIOR-001,vacaguerra2023a,"[""vacaguerra2023a/extraction_conditions""]",UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,VACA_TABLE_C1_DARCY_OPERATING_POINTS,VACA_2023_PERMEABILITY_CAMPAIGN,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_EFFECTIVE_SATURATED_PERMEABILITY,Darcy K reexpressed at EWP viscosity,interval,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,STRESS_ONLY,VISCOSITY_REEXPRESSION_NOT_QUALIFIED_TRANSFER
VACA_C1_DARCY_K_PUBLISHED_VISCOSITY,EWP-POROSITY-PERMEABILITY-PRIOR-001,vacaguerra2023a,"[""vacaguerra2023a/extraction_conditions""]",UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,VACA_TABLE_C1_DARCY_OPERATING_POINTS,VACA_2023_PERMEABILITY_CAMPAIGN,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_EFFECTIVE_SATURATED_PERMEABILITY,Darcy K using published viscosity,interval,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,STRESS_ONLY,SOURCE_NATIVE_STRESS_SUPPORT_NO_QUALIFIED_EWP_TRANSFER
VACA_EQ11_POSTFIT_RECONSTRUCTION,EWP-POROSITY-PERMEABILITY-PRIOR-001,vacaguerra2023a,"[""vacaguerra2023a/extraction_conditions"", ""vacaguerra2023a/phi_coefficients"", ""vacaguerra2023a/omega_coefficients""]",UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,VACA_TABLE_C1_DARCY_OPERATING_POINTS,VACA_2023_PERMEABILITY_CAMPAIGN,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_EFFECTIVE_SATURATED_PERMEABILITY,Equation 11 post-fit reconstruction,curve,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,CONTEXT_ONLY,POSTFIT_RECONSTRUCTION_NOT_INDEPENDENT_DIRECT_DARCY_EVIDENCE
VACA_FIG12_CALCULATED_DRY_POROSITY,EWP-POROSITY-PERMEABILITY-PRIOR-001,vacaguerra2023a,"[""vacaguerra2023a/dry_porosity_validation""]",UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,VACA_FIG12_DRY_POROSITY_OPERATOR,VACA_2023_COMPRESSION_OPERATOR,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,True,True,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_INITIAL_DRY_POROSITY,calculated dry-bed porosity,sample,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,OPERATOR_QUALIFICATION_ONLY,FIGURE12_SOURCE_OPERATOR_ONLY_ZERO_PRIOR_ROWS
VACA_FIG12_MEASURED_DRY_POROSITY,EWP-POROSITY-PERMEABILITY-PRIOR-001,vacaguerra2023a,"[""vacaguerra2023a/dry_porosity_validation""]",UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,VACA_FIG12_DRY_POROSITY_OPERATOR,VACA_2023_COMPRESSION_OPERATOR,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,True,True,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_INITIAL_DRY_POROSITY,measured dry-bed porosity,sample,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,OPERATOR_QUALIFICATION_ONLY,FIGURE12_SOURCE_OPERATOR_ONLY_ZERO_PRIOR_ROWS
VACA_TABLE_C1_EPSILON_0,EWP-POROSITY-PERMEABILITY-PRIOR-001,vacaguerra2023a,"[""vacaguerra2023a/extraction_conditions""]",UNKNOWN_NOT_INFERRED,docs/analysis/ewp_porosity_permeability_prior_001/SOURCE_SUPPORTS.json,6b87ae70328709f73f06eeba5feb8bbe91f20107195b92073799f65953dfa03c,VACA_TABLE_C1_DARCY_OPERATING_POINTS,VACA_2023_PERMEABILITY_CAMPAIGN,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,False,False,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_INITIAL_DRY_POROSITY,epsilon_0,interval,"{""maximum_json_path"": [""vaca_table_c1"", ""epsilon_0"", ""max""], ""minimum_json_path"": [""vaca_table_c1"", ""epsilon_0"", ""min""]}",1,1,UNKNOWN_NOT_INFERRED,source initial dry-bed void fraction,source compacted dry bed before extraction,SOURCE_INITIAL_COMPACTED_DRY_BED,source circular extraction bed,initial operating-point property,"source coffee, three PSDs and three doses",source epsilon_0 compression/geometry treatment,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,FULL_EQUAL_ROW_DESIGN_RANGE_NOT_PROBABILITY_DISTRIBUTION,coffee_bed.initial_porosity source scenario,COMMON_CONSTRAINT_CANDIDATE,ACCEPTED_SOURCE_CONDITIONED_POROSITY_SCENARIO
VISUALIZER_APPARENT_RESISTANCE,EWP-REAL-WORLD-BOUNDARIES-001,visualizer,"[""visualizer/hydraulic_timeseries""]",UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,VISUALIZER_RECENT_PUBLIC_COHORT,VISUALIZER_RECENT_PUBLIC_COHORT,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_FIXED_HYDRAULIC_RESISTANCE_FORM,UNKNOWN_NOT_INFERRED,curve,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,CONTEXT_ONLY,DESCRIPTIVE_APPARENT_RESISTANCE_NOT_PRODUCTION_TRANSFER
VISUALIZER_PRESSURE_BOUNDARY_COHORT,EWP-REAL-WORLD-BOUNDARIES-001,visualizer,"[""visualizer/hydraulic_timeseries""]",UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,VISUALIZER_RECENT_PUBLIC_COHORT,VISUALIZER_RECENT_PUBLIC_COHORT,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_INLET_PRESSURE_BOUNDARY,UNKNOWN_NOT_INFERRED,operator,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,BLOCKED_AUTHORITY,ZERO_QUALIFIED_ROWS_DEVICE_SENSOR_INTEGRATION_UNRESOLVED
WADSWORTH_CONNECTED_XCT_POROSITY,EWP-POROSITY-PERMEABILITY-PRIOR-001,wadsworth2026,"[""wadsworth2026/table1_full""]",UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,WADSWORTH_TABLE1_XCT_LBFLOW_UNTAMPED,WADSWORTH_2026_SINGLE_EXPERIMENT,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_INITIAL_DRY_POROSITY,connected XCT porosity,interval,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,CONTEXT_ONLY,CONTEXTUAL_BOUND_ONLY_NOT_EWP_INITIAL_TOTAL_POROSITY
WADSWORTH_TOTAL_XCT_POROSITY,EWP-POROSITY-PERMEABILITY-PRIOR-001,wadsworth2026,"[""wadsworth2026/table1_full""]",UNKNOWN_NOT_INFERRED,docs/analysis/ewp_porosity_permeability_prior_001/SOURCE_SUPPORTS.json,6b87ae70328709f73f06eeba5feb8bbe91f20107195b92073799f65953dfa03c,WADSWORTH_TABLE1_XCT_LBFLOW_UNTAMPED,WADSWORTH_2026_SINGLE_EXPERIMENT,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,False,False,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_INITIAL_DRY_POROSITY,total XCT porosity,interval,"{""maximum_json_path"": [""wadsworth"", ""union"", ""phi_total"", ""max""], ""minimum_json_path"": [""wadsworth"", ""union"", ""phi_total"", ""min""]}",1,1,UNKNOWN_NOT_INFERRED,total void volume / XCT specimen bulk volume,source dry untamped XCT specimen,DRY_UNTAMPED_XCT_SAMPLE,source XCT specimen,static pre-flow characterization,two source coffees and source grind settings,total XCT segmentation porosity,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,FULL_ACCEPTED_DESIGN_RANGE_NOT_PROBABILITY_DISTRIBUTION,coffee_bed.initial_porosity source scenario,COMMON_CONSTRAINT_CANDIDATE,ACCEPTED_SOURCE_CONDITIONED_POROSITY_SCENARIO
WADSWORTH_XCT_LBFLOW_PERMEABILITY,EWP-POROSITY-PERMEABILITY-PRIOR-001,wadsworth2026,"[""wadsworth2026/table1_full""]",UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,WADSWORTH_TABLE1_XCT_LBFLOW_UNTAMPED,WADSWORTH_2026_SINGLE_EXPERIMENT,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_EFFECTIVE_SATURATED_PERMEABILITY,source LB-flow permeability,interval,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,STRESS_ONLY,SOURCE_NATIVE_STRESS_SUPPORT_NO_QUALIFIED_EWP_TRANSFER
WASZKIEWICZ_BREWER_QUADRATIC_BOUNDARY,XSV-WASZKIEWICZ-DYNAMIC-HYD-001,waszkiewicz2025,"[""waszkiewicz2025/brewer_quadratic""]",UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,WASZKIEWICZ_2025_CAMPAIGN,WASZKIEWICZ_2025_CAMPAIGN,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_INLET_PRESSURE_BOUNDARY,UNKNOWN_NOT_INFERRED,curve,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,CONTEXT_ONLY,SOURCE_RIG_BOUNDARY_CONTEXT_NOT_CROSS_CORPUS_EWP_BOUNDARY
WASZKIEWICZ_EVOLVING_RESISTANCE_FORMS,XSV-WASZKIEWICZ-DYNAMIC-HYD-001,waszkiewicz2025,"[""waszkiewicz2025/traces_time_dependent""]",UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,WASZKIEWICZ_2025_CAMPAIGN,WASZKIEWICZ_2025_CAMPAIGN,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,True,True,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,EWP_FIXED_HYDRAULIC_RESISTANCE_FORM,UNKNOWN_NOT_INFERRED,model alternatives,,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,UNKNOWN_NOT_INFERRED,,UNKNOWN_NOT_INFERRED,CONTEXT_ONLY,FIXED_RESISTANCE_RETAINED_EVOLVING_FORMS_UNADOPTED
